# The exercise vocabulary (DESIGN_strength_tracking.md §4): one exercise per line,
# its movement pattern, its equipment class, and the Garmin names that mean it.
# A Garmin name is CATEGORY/NAME; a bare CATEGORY is a set tagged with the category
# and no exercise. Authored from Garmin Connect's exercise catalog and the FIT SDK
# exercise names on 2026-09-14; a name Garmin adds later is added here by hand.
# The photos column is the id of the same exercise in Free Exercise DB (public domain), whose
# two photos the gym logger shows (DESIGN_gym_logger.md §2); empty when it has no exact match.
# exercise	pattern	equipment	garmin names	photos
single leg standing dumbbell calf raise	accessory	dumbbell	CALF_RAISE/SINGLE_LEG_STANDING_DUMBBELL_CALF_RAISE
standing barbell calf raise	accessory	barbell	CALF_RAISE/STANDING_BARBELL_CALF_RAISE
standing calf raise	accessory	bodyweight	CALF_RAISE/STANDING_CALF_RAISE CALF_RAISE/WEIGHTED_STANDING_CALF_RAISE
standing dumbbell calf raise	accessory	dumbbell	CALF_RAISE/STANDING_DUMBBELL_CALF_RAISE
band good morning	hinge	cable	LEG_CURL/BAND_GOOD_MORNING
bar good morning	hinge	barbell	LEG_CURL/BAR_GOOD_MORNING	Good_Morning
good morning	hinge	bodyweight	LEG_CURL/GOOD_MORNING
leg curl	accessory	bodyweight	LEG_CURL/LEG_CURL LEG_CURL/WEIGHTED_LEG_CURL LEG_CURL
seated barbell good morning	hinge	barbell	LEG_CURL/SEATED_BARBELL_GOOD_MORNING	Seated_Good_Mornings
single leg barbell good morning	hinge	barbell	LEG_CURL/SINGLE_LEG_BARBELL_GOOD_MORNING
single leg sliding leg curl	accessory	bodyweight	LEG_CURL/SINGLE_LEG_SLIDING_LEG_CURL
sliding leg curl	accessory	bodyweight	LEG_CURL/SLIDING_LEG_CURL
split barbell good morning	hinge	barbell	LEG_CURL/SPLIT_BARBELL_GOOD_MORNING
split stance extension	accessory	bodyweight	LEG_CURL/SPLIT_STANCE_EXTENSION
staggered stance good morning	hinge	bodyweight	LEG_CURL/STAGGERED_STANCE_GOOD_MORNING
swiss ball hip raise and leg curl	accessory	bodyweight	LEG_CURL/SWISS_BALL_HIP_RAISE_AND_LEG_CURL
zercher good morning	hinge	barbell	LEG_CURL/ZERCHER_GOOD_MORNING
back extension with opposite arm and leg reach	accessory	bodyweight	HYPEREXTENSION/BACK_EXTENSION_WITH_OPPOSITE_ARM_AND_LEG_REACH HYPEREXTENSION/WEIGHTED_BACK_EXTENSION_WITH_OPPOSITE_ARM_AND_LEG_REACH
base rotations	accessory	bodyweight	HYPEREXTENSION/BASE_ROTATIONS HYPEREXTENSION/WEIGHTED_BASE_ROTATIONS
bent knee reverse hyperextension	accessory	bodyweight	HYPEREXTENSION/BENT_KNEE_REVERSE_HYPEREXTENSION HYPEREXTENSION/WEIGHTED_BENT_KNEE_REVERSE_HYPEREXTENSION
hollow hold and roll	core_carry	bodyweight	HYPEREXTENSION/HOLLOW_HOLD_AND_ROLL HYPEREXTENSION/WEIGHTED_HOLLOW_HOLD_AND_ROLL
hyperextension	accessory	bodyweight	HYPEREXTENSION/HYPEREXTENSION HYPEREXTENSION
kicks	accessory	bodyweight	HYPEREXTENSION/KICKS HYPEREXTENSION/WEIGHTED_KICKS
knee raises	accessory	bodyweight	HYPEREXTENSION/KNEE_RAISES HYPEREXTENSION/WEIGHTED_KNEE_RAISES
kneeling superman	core_carry	bodyweight	HYPEREXTENSION/KNEELING_SUPERMAN HYPEREXTENSION/WEIGHTED_KNEELING_SUPERMAN
lat pull down with row	pull_vertical	cable	HYPEREXTENSION/LAT_PULL_DOWN_WITH_ROW
medicine ball deadlift to reach	hinge	dumbbell	HYPEREXTENSION/MEDICINE_BALL_DEADLIFT_TO_REACH
one arm one leg row	pull_horizontal	bodyweight	HYPEREXTENSION/ONE_ARM_ONE_LEG_ROW
one arm row with band	pull_horizontal	cable	HYPEREXTENSION/ONE_ARM_ROW_WITH_BAND
overhead lunge with medicine ball	single_leg	dumbbell	HYPEREXTENSION/OVERHEAD_LUNGE_WITH_MEDICINE_BALL
plank knee tucks	core_carry	bodyweight	HYPEREXTENSION/PLANK_KNEE_TUCKS HYPEREXTENSION/WEIGHTED_PLANK_KNEE_TUCKS
side step	accessory	bodyweight	HYPEREXTENSION/SIDE_STEP HYPEREXTENSION/WEIGHTED_SIDE_STEP
single leg back extension	accessory	bodyweight	HYPEREXTENSION/SINGLE_LEG_BACK_EXTENSION HYPEREXTENSION/WEIGHTED_SINGLE_LEG_BACK_EXTENSION
spine extension	accessory	bodyweight	HYPEREXTENSION/SPINE_EXTENSION HYPEREXTENSION/WEIGHTED_SPINE_EXTENSION
static back extension	accessory	bodyweight	HYPEREXTENSION/STATIC_BACK_EXTENSION HYPEREXTENSION/WEIGHTED_STATIC_BACK_EXTENSION
superman from floor	core_carry	bodyweight	HYPEREXTENSION/SUPERMAN_FROM_FLOOR HYPEREXTENSION/WEIGHTED_SUPERMAN_FROM_FLOOR	Superman
superman on swiss ball	core_carry	bodyweight	HYPEREXTENSION/SUPERMAN_ON_SWISS_BALL
swiss ball back extension	accessory	bodyweight	HYPEREXTENSION/SWISS_BALL_BACK_EXTENSION HYPEREXTENSION/WEIGHTED_SWISS_BALL_BACK_EXTENSION
swiss ball hyperextension	accessory	bodyweight	HYPEREXTENSION/SWISS_BALL_HYPEREXTENSION HYPEREXTENSION/WEIGHTED_SWISS_BALL_HYPEREXTENSION
swiss ball opposite arm and leg lift	accessory	bodyweight	HYPEREXTENSION/SWISS_BALL_OPPOSITE_ARM_AND_LEG_LIFT HYPEREXTENSION/WEIGHTED_SWISS_BALL_OPPOSITE_ARM_AND_LEG_LIFT
cobra	accessory	bodyweight	HYPEREXTENSION/COBRA
supine floor barre	accessory	bodyweight	HYPEREXTENSION/SUPINE_FLOOR_BARRE
band side lying leg raise	core_carry	cable	HIP_STABILITY/BAND_SIDE_LYING_LEG_RAISE
dead bug	core_carry	bodyweight	HIP_STABILITY/DEAD_BUG HIP_STABILITY/WEIGHTED_DEAD_BUG	Dead_Bug
external hip raise	hinge	bodyweight	HIP_STABILITY/EXTERNAL_HIP_RAISE HIP_STABILITY/WEIGHTED_EXTERNAL_HIP_RAISE
fire hydrant kicks	accessory	bodyweight	HIP_STABILITY/FIRE_HYDRANT_KICKS HIP_STABILITY/WEIGHTED_FIRE_HYDRANT_KICKS
hip circles	accessory	bodyweight	HIP_STABILITY/HIP_CIRCLES HIP_STABILITY/WEIGHTED_HIP_CIRCLES WARM_UP/HIP_CIRCLES
hip stability	accessory	bodyweight	HIP_STABILITY/HIP_STABILITY HIP_STABILITY
inner thigh lift	accessory	bodyweight	HIP_STABILITY/INNER_THIGH_LIFT HIP_STABILITY/WEIGHTED_INNER_THIGH_LIFT
lateral walks with band at ankles	accessory	cable	HIP_STABILITY/LATERAL_WALKS_WITH_BAND_AT_ANKLES
lying abduction stretch	accessory	bodyweight	HIP_STABILITY/LYING_ABDUCTION_STRETCH
pretzel side kick	accessory	bodyweight	HIP_STABILITY/PRETZEL_SIDE_KICK HIP_STABILITY/WEIGHTED_PRETZEL_SIDE_KICK
prone hip internal rotation	accessory	bodyweight	HIP_STABILITY/PRONE_HIP_INTERNAL_ROTATION HIP_STABILITY/WEIGHTED_PRONE_HIP_INTERNAL_ROTATION
quadruped	accessory	bodyweight	HIP_STABILITY/QUADRUPED
quadruped hip extension	accessory	bodyweight	HIP_STABILITY/QUADRUPED_HIP_EXTENSION HIP_STABILITY/WEIGHTED_QUADRUPED_HIP_EXTENSION
quadruped with leg lift	accessory	bodyweight	HIP_STABILITY/QUADRUPED_WITH_LEG_LIFT HIP_STABILITY/WEIGHTED_QUADRUPED_WITH_LEG_LIFT
side lying leg raise	core_carry	bodyweight	HIP_STABILITY/SIDE_LYING_LEG_RAISE HIP_STABILITY/WEIGHTED_SIDE_LYING_LEG_RAISE
sliding hip adduction	accessory	bodyweight	HIP_STABILITY/SLIDING_HIP_ADDUCTION HIP_STABILITY/WEIGHTED_SLIDING_HIP_ADDUCTION
standing adduction	accessory	bodyweight	HIP_STABILITY/STANDING_ADDUCTION HIP_STABILITY/WEIGHTED_STANDING_ADDUCTION
standing cable hip abduction	accessory	cable	HIP_STABILITY/STANDING_CABLE_HIP_ABDUCTION
standing hip abduction	accessory	bodyweight	HIP_STABILITY/STANDING_HIP_ABDUCTION HIP_STABILITY/WEIGHTED_STANDING_HIP_ABDUCTION
standing rear leg raise	core_carry	bodyweight	HIP_STABILITY/STANDING_REAR_LEG_RAISE HIP_STABILITY/WEIGHTED_STANDING_REAR_LEG_RAISE
supine hip internal rotation	accessory	bodyweight	HIP_STABILITY/SUPINE_HIP_INTERNAL_ROTATION HIP_STABILITY/WEIGHTED_SUPINE_HIP_INTERNAL_ROTATION
90 degree cable external rotation	accessory	cable	SHOULDER_STABILITY/_90_DEGREE_CABLE_EXTERNAL_ROTATION
band external rotation	accessory	cable	SHOULDER_STABILITY/BAND_EXTERNAL_ROTATION
band internal rotation	accessory	cable	SHOULDER_STABILITY/BAND_INTERNAL_ROTATION
bent arm lateral raise and external rotation	accessory	bodyweight	SHOULDER_STABILITY/BENT_ARM_LATERAL_RAISE_AND_EXTERNAL_ROTATION
cable external rotation	accessory	cable	SHOULDER_STABILITY/CABLE_EXTERNAL_ROTATION
cable internal rotation	accessory	cable	SHOULDER_STABILITY/CABLE_INTERNAL_ROTATION
dumbbell face pull with external rotation	accessory	dumbbell	SHOULDER_STABILITY/DUMBBELL_FACE_PULL_WITH_EXTERNAL_ROTATION
floor i raise	accessory	bodyweight	SHOULDER_STABILITY/FLOOR_I_RAISE SHOULDER_STABILITY/WEIGHTED_FLOOR_I_RAISE
floor t raise	accessory	bodyweight	SHOULDER_STABILITY/FLOOR_T_RAISE SHOULDER_STABILITY/WEIGHTED_FLOOR_T_RAISE
floor y raise	accessory	bodyweight	SHOULDER_STABILITY/FLOOR_Y_RAISE SHOULDER_STABILITY/WEIGHTED_FLOOR_Y_RAISE
incline i raise	accessory	bodyweight	SHOULDER_STABILITY/INCLINE_I_RAISE SHOULDER_STABILITY/WEIGHTED_INCLINE_I_RAISE
incline l raise	accessory	bodyweight	SHOULDER_STABILITY/INCLINE_L_RAISE SHOULDER_STABILITY/WEIGHTED_INCLINE_L_RAISE
incline t raise	accessory	bodyweight	SHOULDER_STABILITY/INCLINE_T_RAISE SHOULDER_STABILITY/WEIGHTED_INCLINE_T_RAISE
incline w raise	accessory	bodyweight	SHOULDER_STABILITY/INCLINE_W_RAISE SHOULDER_STABILITY/WEIGHTED_INCLINE_W_RAISE
incline y raise	accessory	bodyweight	SHOULDER_STABILITY/INCLINE_Y_RAISE SHOULDER_STABILITY/WEIGHTED_INCLINE_Y_RAISE
lying external rotation	accessory	bodyweight	SHOULDER_STABILITY/LYING_EXTERNAL_ROTATION
lying internal rotation	accessory	bodyweight	SHOULDER_STABILITY/LYING_INTERNAL_ROTATION
seated dumbbell external rotation	accessory	dumbbell	SHOULDER_STABILITY/SEATED_DUMBBELL_EXTERNAL_ROTATION
seated dumbbell internal rotation	accessory	dumbbell	SHOULDER_STABILITY/SEATED_DUMBBELL_INTERNAL_ROTATION
shoulder stability	accessory	bodyweight	SHOULDER_STABILITY/SHOULDER_STABILITY SHOULDER_STABILITY
standing l raise	accessory	bodyweight	SHOULDER_STABILITY/STANDING_L_RAISE
swiss ball i raise	accessory	bodyweight	SHOULDER_STABILITY/SWISS_BALL_I_RAISE SHOULDER_STABILITY/WEIGHTED_SWISS_BALL_I_RAISE
swiss ball t raise	accessory	bodyweight	SHOULDER_STABILITY/SWISS_BALL_T_RAISE SHOULDER_STABILITY/WEIGHTED_SWISS_BALL_T_RAISE
swiss ball w raise	accessory	bodyweight	SHOULDER_STABILITY/SWISS_BALL_W_RAISE SHOULDER_STABILITY/WEIGHTED_SWISS_BALL_W_RAISE
swiss ball y raise	accessory	bodyweight	SHOULDER_STABILITY/SWISS_BALL_Y_RAISE SHOULDER_STABILITY/WEIGHTED_SWISS_BALL_Y_RAISE
alternating jump lunge	accessory	bodyweight	PLYO/ALTERNATING_JUMP_LUNGE PLYO/WEIGHTED_ALTERNATING_JUMP_LUNGE
barbell jump squat	accessory	barbell	PLYO/BARBELL_JUMP_SQUAT
barbell split jump	accessory	barbell	PLYO/BARBELL_SPLIT_JUMP
body weight jump squat	accessory	bodyweight	PLYO/BODY_WEIGHT_JUMP_SQUAT
box jump	accessory	bodyweight	PLYO/BOX_JUMP
box jump overs	accessory	bodyweight	PLYO/BOX_JUMP_OVERS
box jump overs over the box	accessory	bodyweight	PLYO/BOX_JUMP_OVERS_OVER_THE_BOX
cross knee strike	accessory	bodyweight	PLYO/CROSS_KNEE_STRIKE PLYO/WEIGHTED_CROSS_KNEE_STRIKE
depth jump	accessory	bodyweight	PLYO/DEPTH_JUMP PLYO/WEIGHTED_DEPTH_JUMP
dumbbell jump squat	accessory	dumbbell	PLYO/DUMBBELL_JUMP_SQUAT
dumbbell split jump	accessory	dumbbell	PLYO/DUMBBELL_SPLIT_JUMP
front knee strike	accessory	bodyweight	PLYO/FRONT_KNEE_STRIKE PLYO/WEIGHTED_FRONT_KNEE_STRIKE
high box jump	accessory	bodyweight	PLYO/HIGH_BOX_JUMP PLYO/WEIGHTED_HIGH_BOX_JUMP
isometric explosive body weight jump squat	accessory	bodyweight	PLYO/ISOMETRIC_EXPLOSIVE_BODY_WEIGHT_JUMP_SQUAT
jump squat	accessory	bodyweight	PLYO/JUMP_SQUAT PLYO/WEIGHTED_JUMP_SQUAT
jump trap bar	accessory	barbell	PLYO/JUMP_TRAP_BAR
lateral leap and hop	accessory	bodyweight	PLYO/LATERAL_LEAP_AND_HOP PLYO/WEIGHTED_LATERAL_LEAP_AND_HOP
lateral plyo squats	accessory	bodyweight	PLYO/LATERAL_PLYO_SQUATS PLYO/WEIGHTED_LATERAL_PLYO_SQUATS
lateral slide	accessory	bodyweight	PLYO/LATERAL_SLIDE PLYO/WEIGHTED_LATERAL_SLIDE
medicine ball overhead throws	accessory	dumbbell	PLYO/MEDICINE_BALL_OVERHEAD_THROWS
medicine ball side throw	accessory	dumbbell	PLYO/MEDICINE_BALL_SIDE_THROW
medicine ball slam	accessory	dumbbell	PLYO/MEDICINE_BALL_SLAM
side to side medicine ball throws	accessory	dumbbell	PLYO/SIDE_TO_SIDE_MEDICINE_BALL_THROWS
side to side shuffle jump	accessory	bodyweight	PLYO/SIDE_TO_SIDE_SHUFFLE_JUMP PLYO/WEIGHTED_SIDE_TO_SIDE_SHUFFLE_JUMP
squat jump onto box	accessory	bodyweight	PLYO/SQUAT_JUMP_ONTO_BOX PLYO/WEIGHTED_SQUAT_JUMP_ONTO_BOX
squat jumps in and out	accessory	bodyweight	PLYO/SQUAT_JUMPS_IN_AND_OUT PLYO/WEIGHTED_SQUAT_JUMPS_IN_AND_OUT
star jump squats	accessory	bodyweight	PLYO/STAR_JUMP_SQUATS
weighted isometric explosive jump squat	accessory	bodyweight	PLYO/WEIGHTED_ISOMETRIC_EXPLOSIVE_JUMP_SQUAT
barbell burpee	accessory	barbell	TOTAL_BODY/BARBELL_BURPEE
burpee	accessory	bodyweight	TOTAL_BODY/BURPEE TOTAL_BODY/WEIGHTED_BURPEE
burpee box jump	accessory	bodyweight	TOTAL_BODY/BURPEE_BOX_JUMP TOTAL_BODY/WEIGHTED_BURPEE_BOX_JUMP
burpee box jump over	accessory	bodyweight	TOTAL_BODY/BURPEE_BOX_JUMP_OVER
burpee box jump step up over	accessory	bodyweight	TOTAL_BODY/BURPEE_BOX_JUMP_STEP_UP_OVER
high pull burpee	accessory	bodyweight	TOTAL_BODY/HIGH_PULL_BURPEE
lateral barbell burpee	accessory	barbell	TOTAL_BODY/LATERAL_BARBELL_BURPEE
man makers	accessory	bodyweight	TOTAL_BODY/MAN_MAKERS
one arm burpee	accessory	bodyweight	TOTAL_BODY/ONE_ARM_BURPEE
squat plank push up	accessory	bodyweight	TOTAL_BODY/SQUAT_PLANK_PUSH_UP TOTAL_BODY/WEIGHTED_SQUAT_PLANK_PUSH_UP
squat thrusts	accessory	bodyweight	TOTAL_BODY/SQUAT_THRUSTS TOTAL_BODY/WEIGHTED_SQUAT_THRUSTS
standing t rotation balance	accessory	bodyweight	TOTAL_BODY/STANDING_T_ROTATION_BALANCE TOTAL_BODY/WEIGHTED_STANDING_T_ROTATION_BALANCE
total body burpee over bar	accessory	barbell	TOTAL_BODY/TOTAL_BODY_BURPEE_OVER_BAR
burpee box jump over yes literally jumping over the box	accessory	bodyweight	TOTAL_BODY/BURPEE_BOX_JUMP_OVER_YES_LITERALLY_JUMPING_OVER_THE_BOX
burpee wheelchair	accessory	bodyweight	TOTAL_BODY/BURPEE_WHEELCHAIR
stretch 90 90	accessory	bodyweight	WARM_UP/STRETCH_90_90
stretch abs	accessory	bodyweight	WARM_UP/STRETCH_ABS
stretch butterfly	accessory	bodyweight	WARM_UP/STRETCH_BUTTERFLY
stretch calf	accessory	bodyweight	WARM_UP/STRETCH_CALF
stretch cat cow	accessory	bodyweight	WARM_UP/STRETCH_CAT_COW
stretch childs pose	accessory	bodyweight	WARM_UP/STRETCH_CHILDS_POSE
stretch cobra	accessory	bodyweight	WARM_UP/STRETCH_COBRA
stretch forearms	accessory	bodyweight	WARM_UP/STRETCH_FOREARMS
stretch forward glutes	accessory	bodyweight	WARM_UP/STRETCH_FORWARD_GLUTES
stretch front split	accessory	bodyweight	WARM_UP/STRETCH_FRONT_SPLIT
stretch hamstring	accessory	bodyweight	WARM_UP/STRETCH_HAMSTRING
stretch hip flexor and quad	accessory	bodyweight	WARM_UP/STRETCH_HIP_FLEXOR_AND_QUAD
stretch lat	accessory	bodyweight	WARM_UP/STRETCH_LAT
stretch levator scapulae	accessory	bodyweight	WARM_UP/STRETCH_LEVATOR_SCAPULAE
stretch lunge with spinal twist	accessory	bodyweight	WARM_UP/STRETCH_LUNGE_WITH_SPINAL_TWIST
stretch lunging hip flexor	accessory	bodyweight	WARM_UP/STRETCH_LUNGING_HIP_FLEXOR
stretch lying abduction	accessory	bodyweight	WARM_UP/STRETCH_LYING_ABDUCTION
stretch lying it band	accessory	cable	WARM_UP/STRETCH_LYING_IT_BAND
stretch lying knee to chest	accessory	bodyweight	WARM_UP/STRETCH_LYING_KNEE_TO_CHEST
stretch lying piriformis	accessory	bodyweight	WARM_UP/STRETCH_LYING_PIRIFORMIS
stretch lying spinal twist	accessory	bodyweight	WARM_UP/STRETCH_LYING_SPINAL_TWIST
stretch neck	accessory	bodyweight	WARM_UP/STRETCH_NECK
stretch obliques	accessory	bodyweight	WARM_UP/STRETCH_OBLIQUES
stretch over under shoulder	accessory	bodyweight	WARM_UP/STRETCH_OVER_UNDER_SHOULDER
stretch pectoral	accessory	bodyweight	WARM_UP/STRETCH_PECTORAL
stretch pigeon pose	accessory	bodyweight	WARM_UP/STRETCH_PIGEON_POSE
stretch piriformis	accessory	bodyweight	WARM_UP/STRETCH_PIRIFORMIS
stretch quad	accessory	bodyweight	WARM_UP/STRETCH_QUAD
stretch scorpion	accessory	bodyweight	WARM_UP/STRETCH_SCORPION
stretch shoulder	accessory	bodyweight	WARM_UP/STRETCH_SHOULDER
stretch side	accessory	bodyweight	WARM_UP/STRETCH_SIDE
stretch side lunge	accessory	bodyweight	WARM_UP/STRETCH_SIDE_LUNGE
stretch side split	accessory	bodyweight	WARM_UP/STRETCH_SIDE_SPLIT
stretch standing it band	accessory	cable	WARM_UP/STRETCH_STANDING_IT_BAND
stretch straddle	accessory	bodyweight	WARM_UP/STRETCH_STRADDLE
stretch triceps	accessory	bodyweight	WARM_UP/STRETCH_TRICEPS
stretch wall chest and shoulder	accessory	bodyweight	WARM_UP/STRETCH_WALL_CHEST_AND_SHOULDER
neck rotations	accessory	bodyweight	WARM_UP/NECK_ROTATIONS
standing hamstring stretch	accessory	bodyweight	WARM_UP/STANDING_HAMSTRING_STRETCH
ankle circles	accessory	bodyweight	WARM_UP/ANKLE_CIRCLES
ankle dorsiflexion with band	accessory	cable	WARM_UP/ANKLE_DORSIFLEXION_WITH_BAND
ankle internal rotation	accessory	bodyweight	WARM_UP/ANKLE_INTERNAL_ROTATION
bent over reach to sky	accessory	bodyweight	WARM_UP/BENT_OVER_REACH_TO_SKY
biceps stretch	accessory	bodyweight	WARM_UP/BICEPS_STRETCH
cat camel	accessory	bodyweight	WARM_UP/CAT_CAMEL
elbow to foot lunge	accessory	bodyweight	WARM_UP/ELBOW_TO_FOOT_LUNGE
forward and backward leg swings	accessory	bodyweight	WARM_UP/FORWARD_AND_BACKWARD_LEG_SWINGS
glutes stretch	accessory	bodyweight	WARM_UP/GLUTES_STRETCH
groiners	accessory	bodyweight	WARM_UP/GROINERS
inverted hamstring stretch	accessory	bodyweight	WARM_UP/INVERTED_HAMSTRING_STRETCH
lateral duck under	accessory	bodyweight	WARM_UP/LATERAL_DUCK_UNDER
neck tilts	accessory	bodyweight	WARM_UP/NECK_TILTS
opposite arm and leg balance	accessory	bodyweight	WARM_UP/OPPOSITE_ARM_AND_LEG_BALANCE
quadruped rocking	accessory	bodyweight	WARM_UP/QUADRUPED_ROCKING
reach roll and lift	accessory	bodyweight	WARM_UP/REACH_ROLL_AND_LIFT
shoulder circles	accessory	bodyweight	WARM_UP/SHOULDER_CIRCLES
side to side leg swings	accessory	bodyweight	WARM_UP/SIDE_TO_SIDE_LEG_SWINGS
sleeper stretch	accessory	bodyweight	WARM_UP/SLEEPER_STRETCH
slide out	accessory	bodyweight	WARM_UP/SLIDE_OUT
swiss ball hip crossover	accessory	bodyweight	WARM_UP/SWISS_BALL_HIP_CROSSOVER
swiss ball reach roll and lift	accessory	bodyweight	WARM_UP/SWISS_BALL_REACH_ROLL_AND_LIFT
swiss ball windshield wipers	accessory	bodyweight	WARM_UP/SWISS_BALL_WINDSHIELD_WIPERS
thoracic rotation	accessory	bodyweight	WARM_UP/THORACIC_ROTATION
walking high kicks	accessory	bodyweight	WARM_UP/WALKING_HIGH_KICKS
walking high knees	accessory	bodyweight	WARM_UP/WALKING_HIGH_KNEES
walking knee hugs	accessory	bodyweight	WARM_UP/WALKING_KNEE_HUGS
walking leg cradles	accessory	bodyweight	WARM_UP/WALKING_LEG_CRADLES
walkout	accessory	bodyweight	WARM_UP/WALKOUT
walkout from push up position	accessory	bodyweight	WARM_UP/WALKOUT_FROM_PUSH_UP_POSITION
scorpion	accessory	bodyweight	WARM_UP/SCORPION
neck rotations wheelchair	accessory	bodyweight	WARM_UP/NECK_ROTATIONS_WHEELCHAIR
half kneeling arm rotation	accessory	bodyweight	WARM_UP/HALF_KNEELING_ARM_ROTATION
three way ankle mobilization	accessory	bodyweight	WARM_UP/THREE_WAY_ANKLE_MOBILIZATION
ninety ninety hip switch	accessory	bodyweight	WARM_UP/NINETY_NINETY_HIP_SWITCH
active frog	accessory	bodyweight	WARM_UP/ACTIVE_FROG
shoulder sweeps	accessory	bodyweight	WARM_UP/SHOULDER_SWEEPS
ankle lunges	accessory	bodyweight	WARM_UP/ANKLE_LUNGES
back roll foam roller	accessory	bodyweight	WARM_UP/BACK_ROLL_FOAM_ROLLER
latissimus dorsi foam roll	accessory	bodyweight	WARM_UP/LATISSIMUS_DORSI_FOAM_ROLL
reverse t hip opener	accessory	bodyweight	WARM_UP/REVERSE_T_HIP_OPENER
shoulder rolls	accessory	bodyweight	WARM_UP/SHOULDER_ROLLS
chest openers	accessory	bodyweight	WARM_UP/CHEST_OPENERS
triceps stretch	accessory	bodyweight	WARM_UP/TRICEPS_STRETCH
upper back stretch	accessory	bodyweight	WARM_UP/UPPER_BACK_STRETCH
ankle stretch	accessory	bodyweight	WARM_UP/ANKLE_STRETCH
marching in place	accessory	bodyweight	WARM_UP/MARCHING_IN_PLACE
triceps stretch wheelchair	accessory	bodyweight	WARM_UP/TRICEPS_STRETCH_WHEELCHAIR
upper back stretch wheelchair	accessory	bodyweight	WARM_UP/UPPER_BACK_STRETCH_WHEELCHAIR
bob and weave circle	accessory	bodyweight	CARDIO/BOB_AND_WEAVE_CIRCLE CARDIO/WEIGHTED_BOB_AND_WEAVE_CIRCLE
cardio core crawl	accessory	bodyweight	CARDIO/CARDIO_CORE_CRAWL CARDIO/WEIGHTED_CARDIO_CORE_CRAWL
double under	accessory	bodyweight	CARDIO/DOUBLE_UNDER CARDIO/WEIGHTED_DOUBLE_UNDER
jump rope	accessory	bodyweight	CARDIO/JUMP_ROPE CARDIO/WEIGHTED_JUMP_ROPE
jump rope crossover	accessory	bodyweight	CARDIO/JUMP_ROPE_CROSSOVER CARDIO/WEIGHTED_JUMP_ROPE_CROSSOVER
jump rope jog	accessory	bodyweight	CARDIO/JUMP_ROPE_JOG CARDIO/WEIGHTED_JUMP_ROPE_JOG
jumping jacks	accessory	bodyweight	CARDIO/JUMPING_JACKS CARDIO/WEIGHTED_JUMPING_JACKS BATTLE_ROPE/JUMPING_JACKS
ski moguls	accessory	bodyweight	CARDIO/SKI_MOGULS CARDIO/WEIGHTED_SKI_MOGULS
split jacks	accessory	bodyweight	CARDIO/SPLIT_JACKS CARDIO/WEIGHTED_SPLIT_JACKS
squat jacks	accessory	bodyweight	CARDIO/SQUAT_JACKS CARDIO/WEIGHTED_SQUAT_JACKS
triple under	accessory	bodyweight	CARDIO/TRIPLE_UNDER CARDIO/WEIGHTED_TRIPLE_UNDER
elliptical	accessory	bodyweight	CARDIO/ELLIPTICAL ELLIPTICAL/ELLIPTICAL ELLIPTICAL
spinning	accessory	bodyweight	CARDIO/SPINNING
pole paddle forward wheelchair	accessory	bodyweight	CARDIO/POLE_PADDLE_FORWARD_WHEELCHAIR
pole paddle backward wheelchair	accessory	bodyweight	CARDIO/POLE_PADDLE_BACKWARD_WHEELCHAIR
pole handcycle forward wheelchair	accessory	bodyweight	CARDIO/POLE_HANDCYCLE_FORWARD_WHEELCHAIR
pole handcycle backward wheelchair	accessory	bodyweight	CARDIO/POLE_HANDCYCLE_BACKWARD_WHEELCHAIR
pole rainbow wheelchair	accessory	bodyweight	CARDIO/POLE_RAINBOW_WHEELCHAIR
double punch forward wheelchair	accessory	bodyweight	CARDIO/DOUBLE_PUNCH_FORWARD_WHEELCHAIR
double punch down wheelchair	accessory	bodyweight	CARDIO/DOUBLE_PUNCH_DOWN_WHEELCHAIR
double punch sideways wheelchair	accessory	bodyweight	CARDIO/DOUBLE_PUNCH_SIDEWAYS_WHEELCHAIR
double punch up wheelchair	accessory	bodyweight	CARDIO/DOUBLE_PUNCH_UP_WHEELCHAIR
sit ski wheelchair	accessory	bodyweight	CARDIO/SIT_SKI_WHEELCHAIR
sitting jacks wheelchair	accessory	bodyweight	CARDIO/SITTING_JACKS_WHEELCHAIR
punch forward wheelchair	accessory	bodyweight	CARDIO/PUNCH_FORWARD_WHEELCHAIR
punch down wheelchair	accessory	bodyweight	CARDIO/PUNCH_DOWN_WHEELCHAIR
punch sideways wheelchair	accessory	bodyweight	CARDIO/PUNCH_SIDEWAYS_WHEELCHAIR
punch up wheelchair	accessory	bodyweight	CARDIO/PUNCH_UP_WHEELCHAIR
punch bag wheelchair	accessory	bodyweight	CARDIO/PUNCH_BAG_WHEELCHAIR
pole dd ff uu wheelchair	accessory	bodyweight	CARDIO/POLE_DD_FF_UU_WHEELCHAIR
butterfly arms wheelchair	accessory	bodyweight	CARDIO/BUTTERFLY_ARMS_WHEELCHAIR
punch	accessory	bodyweight	CARDIO/PUNCH
ab twist	core_carry	cable	BANDED_EXERCISES/AB_TWIST
back extension	accessory	cable	BANDED_EXERCISES/BACK_EXTENSION
calf raises	accessory	cable	BANDED_EXERCISES/CALF_RAISES
clam shells	accessory	cable	BANDED_EXERCISES/CLAM_SHELLS
deadbug	accessory	cable	BANDED_EXERCISES/DEADBUG
donkey kick	accessory	cable	BANDED_EXERCISES/DONKEY_KICK
